Identification of Establishment,Region,Total Annual Sales in Fiscal Year,Permanent Full-time Workers,Total Annual Cost of Labor,Total Annual Cost of Electricity,Number of Highly Skilled Jobs Worker,Top Manager's Experience in Sector,log of Firm Performance per Worker,log of Labor Cost per Worker,log of Electricity Cost per Worker,log of Number of High Skilled Workers,log of Experience of Top Manager,log of Firm Age,"Owners of the firm females (Yes=1, No=0)","Top Manager Female (Yes=1, No=0)","Have an internationally recognized quality certification? (Yes=1, No=0)","Establishment experience power outages (Yes=1, No=0)","Does this establishment have its own website or social media page? (Yes=1, No=0)","Inspected by tax officials (Yes=1, No=0)","Has current or savings account (Yes=1, No=0)","Have an over-draft facility (Yes=1, No=0)","Have a line of credit (Yes=1, No=0)","Inadequately educated workforce (Yes=1, No=0)","Business licensing and permits (Yes=1, No=0)","Corruption (Yes=1, No=0)","Access to land (Yes=1, No=0)","Political instability (Yes=1, No=0)","Access to finance (Yes=1, No=0)","Electricity (Yes=1, No=0)","Practices of competitors in the informal sector  (Yes=1, No=0)","Tax administration  (Yes=1, No=0)","Labor regulations  (Yes=1, No=0)","Tax rates  (Yes=1, No=0)","Customs and trade regulations  (Yes=1, No=0)","Transport (Yes=1, No=0)","Courts (Yes=1, No=0)","Crime, theft and disorder (Yes=1, No=0)"
862821,Greater Dhaka,20000000,35,3600000,420000,3,20,13.25589482,11.54109662,9.39266431,1.386294361,3.044522438,2.564949357,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
862822,Khulna,220000000,225,19240000,5400000,160,20,13.79303771,11.35640165,10.08580929,5.081404365,3.044522438,1.791759469,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
862823,Rajshahi,8000000,120,1000000,800000,2,27,11.10746048,9.028019815,8.804876514,1.098612289,3.33220451,3.33220451,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
862824,Greater Dhaka,24000000,100,10000000,300000,60,17,12.38839424,11.51292556,8.006370901,4.110873864,2.890371758,2.564949357,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
862825,Rajshahi,100000000,250,42120000,3600000,50,8,12.89921984,12.03457235,9.574983763,3.931825633,2.197224577,1.609437912,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862826,Chattogram,350000000,130,18200000,9600000,90,20,14.80590926,11.84939776,11.20973931,4.510859507,3.044522438,2.944438979,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
862827,Rajshahi,70000000,250,40000000,2500000,200,12,12.5425449,11.98292912,9.210340772,5.303304908,2.564949357,2.564949357,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
862828,Dhaka MA,29000000,220,6500000,500000,140,20,11.78917888,10.29368534,7.728737831,4.94875989,3.044522438,3.33220451,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
862829,Rajshahi,70000000,100,30000000,4500000,90,13,13.45883563,12.61153779,10.71441799,4.510859507,2.63905733,2.63905733,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862831,Rajshahi,504000000,1000,144000000,2640000,570,20,13.13033155,11.87756859,7.878534575,6.34738921,3.044522438,2.397895273,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
862836,Greater Dhaka,330000000,560,91035000,2400000,465,30,13.28666643,11.99881783,8.363042928,6.144185634,3.433987204,3.258096538,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
862838,Dhaka MA,1731500000,1420,234000000,45000000,800,35,14.01384177,12.01241953,10.36376092,6.685860947,3.583518938,3.33220451,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
862839,Chattogram,980000000,2000,224000000,3000000,1200,25,13.10216067,11.62625415,7.31322072,7.090909822,3.258096538,4.262679877,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862840,Khulna,1000000000,175,206040000,36000000,0,8,15.55847986,13.97879491,12.23424355,0,2.197224577,2.48490665,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
862841,Greater Dhaka,18500000,80,33300000,1200000,7,15,12.35125471,12.93904135,9.615806313,2.079441542,2.772588722,1.609437912,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
862842,Rajshahi,6000000,40,1900000,36000,15,6,11.91839074,10.76848552,6.802422541,2.772588722,1.945910149,1.945910149,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
862843,Dhaka MA,7000000,10,1120000,36000,0,30,13.45883576,11.62625504,8.188716902,0,3.433987204,2.63905733,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
862844,Rajshahi,8500000,15,1848000,40000,10,50,13.24752664,11.72156487,7.888609532,2.397895273,3.931825633,3.295836866,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
862845,Rajshahi,10000000,28,3416000,60000,15,32,12.78589124,11.71177662,7.669911998,2.772588722,3.496507561,3.526360525,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
862846,Dhaka MA,4000000,3,1920000,600000,1,40,14.10319288,13.36922398,12.20607431,0.693147181,3.713572067,1.945910149,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
862847,Greater Dhaka,750000,4,500000,24000,3,30,12.14153546,11.73607102,8.699556414,1.386294361,3.433987204,3.433987204,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
862848,Dhaka MA,6400000,8,940000,20000,0,20,13.59236716,11.67419468,7.82409601,0,3.044522438,1.945910149,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862849,Dhaka MA,2000000,4,800000,60000,2,15,13.12236388,12.2060739,9.615822147,1.098612289,2.772588722,2.833213344,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
862850,Greater Dhaka,5000000,10,1333000,300000,10,21,13.12236358,11.80035826,10.30895599,2.397895273,3.091042453,3.091042453,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
862851,Dhaka MA,8000000,5,2400000,60000,2,20,14.28551431,13.0815418,9.392678595,1.098612289,3.044522438,2.079441542,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862854,Greater Dhaka,2000000,25,1800000,180000,20,18,11.28978241,11.18442195,8.881841861,3.044522438,2.944438979,1.791759469,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
862856,Dhaka MA,50000000,34,4080000,600000,8,20,14.20117306,11.69524727,9.778326076,2.197224577,3.044522438,2.397895273,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
862857,Greater Dhaka,8000000,14,1500000,60000,2,18,13.2558949,11.581919,8.363059178,1.098612289,2.944438979,2.079441542,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
862858,Greater Dhaka,129000000,260,30000000,2500000,180,30,13.11464134,11.65602634,9.171120059,5.198497031,3.433987204,2.63905733,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
862859,Dhaka MA,200000,8,200000,100000,3,20,10.1266361,10.1266361,9.433493923,1.386294361,3.044522438,1.609437912,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
862860,Dhaka MA,18000000,75,3900000,120000,20,20,12.38839426,10.85899925,7.377767242,3.044522438,3.044522438,2.708050201,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
862861,Greater Dhaka,8000000,20,1500000,60000,4,20,12.89921995,11.22524406,8.006384234,1.609437912,3.044522438,2.079441542,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
862862,Dhaka MA,5500000,15,750000,72000,1,25,12.81220863,10.81977962,8.476385086,0.693147181,3.258096538,2.944438979,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
862863,Dhaka MA,2000000,10,990000,150000,6,10,12.20607315,11.50287614,9.615812147,1.945910149,2.397895273,2.302585093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
862864,Dhaka MA,10000000,25,0,5000,20,15,12.89921993,-3.218875825,5.298517347,3.044522438,2.772588722,2.772588722,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
862865,Dhaka MA,9000000,20,2415000,45000,17,25,13.01700297,11.70147799,7.718707717,2.890371758,3.258096538,2.890371758,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
862866,Chattogram,2000000,3,885000,120000,5,14,13.41004595,12.59473177,10.59664307,1.791759469,2.708050201,2.079441542,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
862867,Rajshahi,8200000,18,2200000,360000,6,37,13.02927308,11.71359661,9.90349033,1.945910149,3.63758616,3.583518938,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862868,Dhaka MA,10000000,40,600000,20000,5,10,12.4292163,9.615807147,6.214658097,1.791759469,2.397895273,3.295836866,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
862869,Dhaka MA,75000000,60,8000000,1800000,5,12,14.03865412,11.80060766,10.30895322,1.791759469,2.564949357,2.564949357,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
862870,Chattogram,4000000,12,2500000,170000,15,10,12.71689852,12.24689504,9.558652949,2.772588722,2.397895273,1.791759469,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
862871,Dhaka MA,25000000,25,310000,360000,25,20,13.8155106,9.425454977,9.574986263,3.258096538,3.044522438,3.17805383,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862872,Dhaka MA,13000000,30,2200000,180000,20,15,12.97926261,11.20277099,8.699520304,3.044522438,2.772588722,1.945910149,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
862873,Greater Dhaka,9000000,22,3400000,600000,5,22,12.92169279,11.94824383,10.21364415,1.791759469,3.135494216,1.791759469,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
862875,Greater Dhaka,8500000,25,3300000,180000,29,11,12.73670101,11.7905575,8.881841861,3.401197382,2.48490665,2.079441542,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
862876,Dhaka MA,2000000,16,1400000,60000,1,18,11.73606952,11.37939479,8.229527785,0.693147181,2.944438979,2.197224577,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
862877,Dhaka MA,6000000,4,872000,12000,1,20,14.22097583,12.29225149,8.006450898,0.693147181,3.044522438,1.609437912,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
862878,Dhaka MA,40000000,12,4000000,1800000,5,26,15.01948339,12.71689852,11.91839113,1.791759469,3.295836866,2.833213344,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
862879,Rajshahi,1200000,6,620000,120000,1,5,12.20607348,11.5457169,9.903495886,0.693147181,1.791759469,3.433987204,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
862880,Greater Dhaka,1000000000,1600,221000000,3500000,150,40,13.34550693,11.83591436,7.690514904,5.017279837,3.713572067,3.044522438,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862881,Dhaka MA,18000000,50,6000000,200000,18,20,12.79385937,11.69524719,8.29405464,2.944438979,3.044522438,2.944438979,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862882,Dhaka MA,700000,3,1200000,60000,7,25,12.36022475,12.89922066,9.903504219,2.079441542,3.258096538,2.833213344,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
862883,Rajshahi,7500000,30,2800000,360000,3,21,12.42921633,11.44393295,9.392664707,1.386294361,3.091042453,2.833213344,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
862884,Greater Dhaka,9500000,24,3000000,140000,8,25,12.88874863,11.73606935,8.671351014,2.197224577,3.258096538,1.945910149,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
862885,Chattogram,9600000,80,10000000,350000,50,30,11.69524713,11.73606912,8.383664656,3.931825633,3.433987204,2.564949357,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
862886,Dhaka MA,4700000,37,3500000,162000,18,22,11.75215537,11.4573559,8.384439874,2.944438979,3.135494216,2.564949357,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
862888,Dhaka MA,70000000,100,12400000,800000,15,15,13.45883563,11.72803693,8.987198071,2.772588722,2.772588722,2.397895273,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862891,Dhaka MA,1800000,8,695000,15000,0,22,12.32385624,11.37222702,7.536430603,0,3.135494216,2.63905733,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
862892,Dhaka MA,200000000,350,42000000,1800000,10,30,13.25589478,11.69524705,8.545364624,2.397895273,3.433987204,3.091042453,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
862893,Dhaka MA,29000000,45,5140000,1000000,3,20,13.37614393,11.64590134,10.00884907,1.386294361,3.044522438,2.197224577,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
862897,Dhaka MA,45000000,90,7600000,320000,5,30,13.1223634,11.34384927,8.176269729,1.791759469,3.433987204,2.564949357,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
862898,Dhaka MA,720000000,230,60000000,1200000,150,30,14.95668246,12.47177583,8.559753639,5.017279837,3.433987204,4.060443011,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862899,Dhaka MA,3800000,5,608000,12000,0,30,13.54107398,11.70849389,7.783307346,0,3.433987204,1.791759469,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
862900,Greater Dhaka,80000000,20,3799000,1200000,24,22,15.20180493,12.15451642,11.00210067,3.218875825,3.135494216,1.791759469,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
862901,Greater Dhaka,20000000,39,4920000,540000,25,25,13.14768124,11.74525765,9.535764624,3.258096538,3.258096538,2.995732274,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
862902,Greater Dhaka,500000000,400,86400000,2000000,172,18,14.03865411,12.2830337,8.517193691,5.153291594,2.944438979,1.791759469,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
862903,Greater Dhaka,4800000,12,2000000,1100000,11,20,12.89922003,12.02375159,11.425915,2.48490665,3.044522438,2.63905733,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
862904,Chattogram,50000000,180,21500000,960000,150,25,12.53457673,11.69060669,8.581732754,5.017279837,3.258096538,1.791759469,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
862905,Chattogram,500000000,300,30580000,3600000,200,30,14.32633618,11.53207432,9.392662207,5.303304908,3.433987204,3.33220451,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
862906,Greater Dhaka,350000000,350,48000000,2500000,200,15,13.81551056,11.82877844,8.873868535,5.303304908,2.772588722,2.772588722,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
862907,Chattogram,200000000,320,37000000,2000000,250,20,13.34550693,11.6581075,8.740337243,5.525452939,3.044522438,2.079441542,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
862908,Greater Dhaka,48000000,200,22300000,1000000,10,30,12.38839422,11.62177991,8.517194191,2.397895273,3.433987204,2.302585093,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
862909,Chattogram,30000000,150,13000000,2400000,30,32,12.20607268,11.3698247,9.680344418,3.433987204,3.496507561,3.555348061,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
862911,Chattogram,518000000,500,75000000,2400000,300,14,13.8508777,11.91839059,8.476371614,5.707110265,2.708050201,2.564949357,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
862912,Chattogram,265000000,400,54000000,2400000,250,25,13.40377584,11.81303008,8.699515165,5.525452939,3.258096538,3.135494216,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
862913,Dhaka MA,200000000,300,40872000,2400000,10,40,13.41004545,11.82217334,8.987197237,2.397895273,3.713572067,3.465735903,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
862914,Dhaka MA,900000000,8400,1372000000,15300000,7000,29,11.58191834,12.00354838,7.507376467,8.853808275,3.401197382,2.944438979,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
862915,Greater Dhaka,240000000,440,54450000,720000,10,5,13.20937476,11.7260187,7.400233153,2.397895273,1.791759469,1.945910149,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
862916,Greater Dhaka,300000000,500,62000000,1700000,20,30,13.30468494,11.72803686,8.131531299,3.044522438,3.433987204,1.945910149,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862918,Chattogram,115000000,383,48000000,2000000,250,25,12.61240771,11.7386766,8.560623249,5.525452939,3.258096538,1.945910149,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
862919,Greater Dhaka,100000000,150,14630000,2800000,5,5,13.41004546,11.48794955,9.834495038,1.791759469,1.791759469,2.772588722,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
862921,Dhaka MA,320000000,650,82200000,2000000,20,30,13.10685919,11.74769351,8.031685876,3.044522438,3.433987204,3.044522438,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862922,Greater Dhaka,220000000,320,40960000,600000,10,12,13.44081711,11.75978557,7.536365605,2.397895273,2.564949357,3.135494216,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
862923,Greater Dhaka,23500000,135,15000000,750000,10,30,12.06723624,11.61828605,8.62255504,2.397895273,3.433987204,3.295836866,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
862924,Rajshahi,20000000,450,60000000,7200000,200,50,10.7019953,11.80060755,9.68034414,5.303304908,3.931825633,2.079441542,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
862925,Greater Dhaka,750000000,1050,150000000,3000000,550,30,13.47903832,11.86960042,7.957577737,6.311734809,3.433987204,3.401197382,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
862926,Greater Dhaka,1000000000,1900,244000000,4200000,1200,30,13.17365667,11.76306962,7.700986156,7.090909822,3.433987204,2.079441542,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
862927,Chattogram,238000000,500,72000000,4500000,300,30,13.07317314,11.87756859,9.104980079,5.707110265,3.433987204,2.772588722,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
862928,Greater Dhaka,480000000,700,91000000,1800000,40,25,13.43821633,11.77528974,7.852217443,3.713572067,3.258096538,1.945910149,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
862930,Dhaka MA,320000000,750,80500000,3500000,500,12,12.96375835,11.58369455,8.448200606,6.216606101,2.564949357,2.48490665,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
862931,Chattogram,1320000000,3000,370000000,3000000,2000,25,12.99453001,11.722646,6.907755612,7.601402335,3.258096538,1.609437912,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
862932,Chattogram,500000000,1000,120000000,32000000,700,30,13.12236338,11.69524703,10.37349121,6.552507887,3.433987204,2.63905733,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
862933,Greater Dhaka,235000000,700,88000000,2400000,15,30,12.72401574,11.74176705,8.139899377,2.772588722,3.433987204,2.944438979,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
862934,Greater Dhaka,1060000000,2010,255000000,3500000,1268,30,13.17564474,11.75088411,7.462383811,7.145984468,3.433987204,2.079441542,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
862935,Dhaka MA,750000000,900,100800000,2400000,100,30,13.633189,11.62625416,7.888584949,4.615120517,3.433987204,2.48490665,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
862939,Greater Dhaka,750000000,1000,127000000,6000000,50,40,13.52782849,11.75194237,8.699514915,3.931825633,3.713572067,2.772588722,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
862940,Dhaka MA,850000000,900,111600000,2700000,50,40,13.75835215,11.72803685,8.006367938,3.931825633,3.713572067,3.688879454,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
862941,Chattogram,4500000000,1500,360000000,21600000,1000,35,14.91412285,12.38839421,9.574983532,6.908754779,3.583518938,3.63758616,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
862942,Greater Dhaka,968000000,1500,165200000,3600000,32,25,13.37752226,11.60944704,7.783224294,3.496507561,3.258096538,2.63905733,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
862943,Greater Dhaka,1200000000,1500,182000000,3600000,150,30,13.59236701,11.70629686,7.783224294,5.017279837,3.433987204,3.135494216,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
862944,Dhaka MA,600000000,600,69700000,1200000,15,25,13.81551056,11.66278123,7.600903293,2.772588722,3.258096538,2.995732274,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
862946,Dhaka MA,1420000000,2700,300000000,4800000,200,5,13.17291566,11.61828598,7.483119632,5.303304908,1.791759469,3.258096538,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
862947,Dhaka MA,1800000000,3000,313600000,3600000,150,15,13.30468493,11.55726128,7.090077114,5.017279837,2.772588722,3.044522438,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
862948,Greater Dhaka,2600000000,2820,422400000,5000000,1400,25,13.73428512,11.91697113,7.480456506,7.244941546,3.258096538,2.833213344,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
862949,Greater Dhaka,4300000000,5000,698500000,4800000,300,10,13.66468767,11.84725255,6.866933493,5.707110265,2.397895273,1.609437912,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
862950,Dhaka MA,4000000000,5000,556700000,4800000,250,35,13.59236701,11.62034386,6.866933493,5.525452939,3.583518938,3.044522438,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
862951,Dhaka MA,1300000000,2500,325000000,4800000,50,10,13.16158409,11.77528973,7.560080673,3.931825633,2.397895273,3.135494216,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
862952,Chattogram,6420000000,3700,666000000,3000000,3000,29,14.36659586,12.10071213,6.698035081,8.006700845,3.401197382,2.63905733,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
862953,Greater Dhaka,510000000,1000,112000000,400000,50,30,13.14216601,11.62625416,5.991467047,3.931825633,3.433987204,3.091042453,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
862954,Cox's Bazar,70000000,30,8200000,150000,15,13,14.66280843,12.51844745,8.517199858,2.772588722,2.63905733,2.708050201,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
862955,Cox's Bazar,4500000,9,800000,60000,2,22,13.1223636,11.39514368,8.80489193,1.098612289,3.135494216,2.772588722,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
862956,Greater Dhaka,70000000,48,7800000,4800000,42,14,14.1928048,11.99843341,11.51292567,3.761200116,2.708050201,2.48490665,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862957,Cox's Bazar,12000000,6,1500000,120000,2,3,14.50865782,12.42921686,9.903495886,1.098612289,1.386294361,1.945910149,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
862958,Rajshahi,3000000,8,1100000,24000,6,28,12.83468164,11.83138011,8.006409233,1.945910149,3.36729583,1.791759469,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
862959,Sylhet,2500000,8,968000,96000,0,25,12.65236015,11.70354686,9.392672345,0,3.258096538,3.931825633,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
862960,Cox's Bazar,5000000,12,1200000,40000,8,40,12.94004202,11.5129263,8.111753083,2.197224577,3.713572067,3.091042453,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
862961,Barishal,15000000,5,1200000,400000,0,20,14.91412291,12.38839504,11.28978441,0,3.044522438,2.708050201,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
862962,Barishal,24000000,24,3600000,2500000,30,8,13.8155106,11.91839085,11.55374786,3.433987204,2.197224577,1.791759469,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
